label,display,sample_bucket,source,run,setting,candidate_id,candidate_uid,mask_path,candidate_original_best_label,candidate_original_best_dice,hidden_dice,hidden_iou,hidden_precision,hidden_recall,area_frac,source_image_clip_score,openai_clip_semantic_score
tumor,tumor,GOOD,ficture,ficture_official_11938229,base_point80_m1536_p700,5,ficture__ficture_official_11938229__base_point80_m1536_p700__005,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/base_point80_m1536_p700/candidate_masks/candidate_005.png,tumor,0.513859413,0.513819105,0.345731201,0.355907754,0.923613769,0.614424563,0.124761187,0.124977268
tumor,tumor,GOOD,ficture,ficture_official_11938229,base_point96_m1536_p500,3,ficture__ficture_official_11938229__base_point96_m1536_p500__003,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/base_point96_m1536_p500/candidate_masks/candidate_003.png,tumor,0.513337505,0.513309663,0.345270060,0.351367001,0.952148373,0.641592499,0.124542065,0.124808669
tumor,tumor,MID,ficture,ficture_official_11938227,base_box384_s128_m1536,15,ficture__ficture_official_11938227__base_box384_s128_m1536__015,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938227/base_box384_s128_m1536/candidate_masks/candidate_015.png,tumor,0.191943647,0.191993694,0.106190832,0.619812368,0.113589672,0.043390457,0.125103191,0.125110969
tumor,tumor,MID,ficture,ficture_official_11938227,base_box512_s160_m2048,15,ficture__ficture_official_11938227__base_box512_s160_m2048__015,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938227/base_box512_s160_m2048/candidate_masks/candidate_015.png,tumor,0.192049488,0.192016639,0.106204871,0.641279546,0.112912930,0.041688081,0.124951847,0.124847658
tumor,tumor,MID,he,he_official_12445451,medical_box512_s160_m1536,11,he__he_official_12445451__medical_box512_s160_m1536__011,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box512_s160_m1536/candidate_masks/candidate_011.png,tumor,0.191902574,0.191921944,0.106146935,0.530015232,0.117176080,0.052343919,0.125774354,0.125418812
tumor,tumor,MID,he,he_official_12445451,base_box384_s128_m1536,14,he__he_official_12445451__base_box384_s128_m1536__014,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box384_s128_m1536/candidate_masks/candidate_014.png,tumor,0.199653689,0.199613180,0.110872385,0.644882298,0.118081768,0.043352886,0.125527814,0.125347957
tumor,tumor,MID,he,he_official_12445451,base_box512_s160_m2048,11,he__he_official_12445451__base_box512_s160_m2048__011,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box512_s160_m2048/candidate_masks/candidate_011.png,tumor,0.203360138,0.203254377,0.113123625,0.644390724,0.120655890,0.044331749,0.125990063,0.125669822
tumor,tumor,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,lung_vessels,0.240646297,0.000000000,0.000000000,0.000000000,0.000000000,0.007179576,0.124892309,0.125529036
tumor,tumor,BAD,he,he_official_12445451,base_box192_s64_m2048,168,he__he_official_12445451__base_box192_s64_m2048__168,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_168.png,lung_alveoli_normal_adjacent,0.259244247,0.000000000,0.000000000,0.000000000,0.000000000,0.007185982,0.125696108,0.125758111
tumor,tumor,BAD,he,he_official_12445451,base_box192_s64_m2048,363,he__he_official_12445451__base_box192_s64_m2048__363,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m2048/candidate_masks/candidate_363.png,lung_vessels,0.205849589,0.000000000,0.000000000,0.000000000,0.000000000,0.006021651,0.125556082,0.125945032
tumor,tumor,BAD,he,he_official_12445451,base_official_boxes_b192_s48,284,he__he_official_12445451__base_official_boxes_b192_s48__284,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_boxes_b192_s48/candidate_masks/candidate_284.png,lung_alveoli_normal_adjacent,0.259244247,0.000000000,0.000000000,0.000000000,0.000000000,0.007185982,0.125696108,0.125758111
tumor,tumor,BAD,he,he_official_12445451,medical_box160_s64_m1536,143,he__he_official_12445451__medical_box160_s64_m1536__143,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box160_s64_m1536/candidate_masks/candidate_143.png,lung_alveoli_normal_adjacent,0.247747674,0.000000000,0.000000000,0.000000000,0.000000000,0.006829579,0.126245841,0.125377074
stroma,stroma,GOOD,ficture,ficture_official_11942555,base_official_points_step24,85,ficture__ficture_official_11942555__base_official_points_step24__085,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11942555/base_official_points_step24/candidate_masks/candidate_085.png,stroma,0.527584462,0.527549741,0.358280178,0.371297066,0.910870868,0.600463208,0.125891194,0.126607597
stroma,stroma,GOOD,ficture,ficture_official_11938226,base_official_points_step32,56,ficture__ficture_official_11938226__base_official_points_step32__056,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_official_points_step32/candidate_masks/candidate_056.png,stroma,0.527063421,0.527063548,0.357831831,0.368819484,0.923143382,0.612641500,0.125614271,0.126138762
stroma,stroma,GOOD,he,he_official_12445451,base_official_points_step32,13,he__he_official_12445451__base_official_points_step32__013,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_points_step32/candidate_masks/candidate_013.png,stroma,0.523615055,0.523632885,0.354676611,0.359147516,0.966091520,0.658410140,0.126102775,0.125918970
stroma,stroma,GOOD,he,he_official_12445451,base_point64_m1024_p700,6,he__he_official_12445451__base_point64_m1024_p700__006,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_point64_m1024_p700/candidate_masks/candidate_006.png,stroma,0.522549428,0.522314840,0.353468286,0.358421362,0.962375121,0.657206134,0.125759855,0.126156896
stroma,stroma,GOOD,he,he_official_12445451,base_point64_m1536_p900,3,he__he_official_12445451__base_point64_m1536_p900__003,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_point64_m1536_p900/candidate_masks/candidate_003.png,stroma,0.521927461,0.522051066,0.353226728,0.360243100,0.947741921,0.643940185,0.126278892,0.126187876
stroma,stroma,MID,he,he_official_12445451,medical_box384_s128_m2048,34,he__he_official_12445451__medical_box384_s128_m2048__034,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box384_s128_m2048/candidate_masks/candidate_034.png,stroma,0.123678902,0.123638645,0.065892769,0.690129215,0.067901717,0.024082493,0.125914052,0.125075236
stroma,stroma,MID,ficture,ficture_official_11938226,base_official_boxes_b384_s96,84,ficture__ficture_official_11938226__base_official_boxes_b384_s96__084,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_official_boxes_b384_s96/candidate_masks/candidate_084.png,stroma,0.120632919,0.120575598,0.064155599,0.711498787,0.065869122,0.022659943,0.123505138,0.124309517
stroma,stroma,MID,he,he_official_12445451,base_box256_s96_m1536,25,he__he_official_12445451__base_box256_s96_m1536__025,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box256_s96_m1536/candidate_masks/candidate_025.png,stroma,0.119096661,0.118983030,0.063254629,0.714624894,0.064893836,0.022226773,0.125688657,0.124897279
